,texas_root,web_root
1462,"2. peig̑-, and peik̑-","peiĝ-1
und peik̂-, peiĝ-1 und peik̂-"
1463,pei-m(i)-,"pei-m(i)-, pei-m(i)-"
1464,1. peis-? : pis-,"(peis-1?)
: pis-, (peis-1?) : pis-"
1465,"2. peis-, speis-","peis-2,
speis-, peis-2, speis-"
1466,"peisk-, pisk-","peisk-,
pisk-, peisk-, pisk-"
1467,"1. pek̑-, pēk̑-, pōk̑-","pek̂-1,
pēk̂-, pōk̂-, pek̂-1, pēk̂-, pōk̂-"
1468,2. pek̑-,"pek̂-2, pek̂-2"
1469,peku̯-,"pekʷ-, pekʷ-"
1470,"1. pel-, pelə-, plē-","pel-1,
pelə-, plē-, pel-1, pelə-, plē-"
1471,"2a. pel-, pelə- : plā-","pel-2a, pelə-
: plā-, pel-2a, pelə- : plā-"
1472,"2b. pel-, pel-en-, pel-t-, pel-u̯-","pel-2b, pel-en-,
pel-t-, pel-u̯-, pel-2b, pel-en-, pel-t-, pel-u̯-"
1473,3a. pel-,"pel-3a, pel-3a"
1474,"3b. pel-, pelə-, plē-","pel-3b, pelə-,
plē-, pel-3b, pelə-, plē-"
1475,4. pel-,"pel-4, pel-4"
1476,5. pel-,"pel-5, pel-5"
1477,6. pel-,"pel-6, pel-6"
1478,"7. pel-, pol-, plē-, plō̆-","(pel-9), pol-,
plē-, plō̆-, (pel-9), pol-, plē-, plō̆-"
1479,"pelə-, plā-","pelə-,
plā-, pelə-, plā-"
1480,"peli-s-, pel-s-","peli-s-,
pel-s-, peli-s-, pel-s-"
1481,pelk̑- : polk̑-,"pelk̂-
: polk̂-, pelk̂- : polk̂-"
1482,"pelpo-, or polpo-","pelpo-
oder polpo-, pelpo- oder polpo-"
1483,1. pen-,"pen-1, pen-1"
1484,"2. pen-, pen-ko-","pen-2,
pen-ko-, pen-2, pen-ko-"
1485,penku̯e,"penkʷe, penkʷe"
1486,pent-,"pent-, pent-"
1487,"1. per-, perə- : prē-, preu-","per-1,
perə- : prē-, preu-, per-1, perə- : prē-, preu-"
1488,2a. per-,"per-2, per-2"
1489,"2b. per-, perə-","per-2:
B. per-, perə-, per-2: B. per-, perə-"
1490,"2c. per-, perə-","per-2:
C. per-, perə-, per-2: C. per-, perə-"
1491,2d. per-,"per-2:
D. per-, per-2: D. per-"
1492,2e. per-,"per-2:
E. per-, per-2: E. per-"
1493,"3. per-, per-g-","per-3,
per-g-, per-3, per-g-"
1494,perd-,"perd-, perd-"
1495,1. perg-,"perg-1, perg-1"
1496,2. perg-,"perg-2, perg-2"
1497,"1. perk-, prek-","perk-1,
prek-, perk-1, prek-"
1498,2. perk- : pr̥k-,"(perk-2):
pr̥k-, (perk-2): pr̥k-"
1499,1. perk̑-,"perk̂-1, perk̂-1"
1500,"2. perk̑-, prek̑-","perk̂-2,
prek̂-, perk̂-2, prek̂-"
1501,"3. perk̑-, pr̥k̑-","perk̂-3,
pr̥k̂-, perk̂-3, pr̥k̂-"
1502,"4. perk̑-, prek̑-, pr̥k̑-","perk̂-4,
prek̂-, pr̥k̂-, perk̂-4, prek̂-, pr̥k̂-"
1503,perku̯u-s,"perkʷu-s, perkʷu-s"
1504,pers-,"pers-, pers-"
1505,"persnā, persnī̆-, persno-","persnā,
-snī̆-, -sno-, persnā, -snī̆-, -sno-"
1506,perth-,"perth-, perth-"
1507,1. pē̆s-,"pē̆s-1, pē̆s-1"
1508,"2. pēs-, nasalized pēns-","pēs-2,
nasaliert pēns-, pēs-2, nasaliert pēns-"
1509,"3. pes-, pesos","pes-3,
pesos, pes-3, pesos"
1510,"1. pet-, pet-, petə-","pet-1,
pet-, petə-, pet-1, p↓↓e↓↓t-, petə-"
1511,"2. pet-, petə- : ptē-, ptō-, Hellenic ptā-","pet-2,
petə- : ptē-, ptō- (griech. ptā-), pet-2, petə- : ptē-, ptō- (griech. ptā-)"
1512,"1. peu-, peu̯ə- : pū̆-","peu-1, peu̯ə-
: pū̆-, peu-1, peu̯ə- : pū̆-"
1513,2. peu-,"peu-2, peu-2"
1514,3. peu-,"peu-3, peu-3"
1515,pēu- : pəu- : pū̆-,"pēu-
: pəu- : pū̆-, pēu- : pəu- : pū̆-"
1516,"peuk̑-, and peug̑-","peuk̂-
und peuĝ-, peuk̂- und peuĝ-"
1517,peu̯ə-,"peu̯ə-, peu̯ə-"
1518,"peu̯ōr, pū̆r, genitive pu-n-és, locative puu̯éni","peu̯ōr, pū̆r,
Gen. pu-n-és, Lok. puu̯éni, peu̯ōr, pū̆r, Gen. pu-n-és, Lok. puu̯éni"
1519,pezd-,"pezd-, pezd-"
1520,"pətḗ(r), genitive pətr-és","pətḗ(r) Gen.
pətr-és, -ós, pətḗ(r)Gen. pətr-és, -ós"
1521,pid-,"pid-, pid-"
1522,pik(h)o-,"pik(h)o-, pik(h)o-"
1523,pi-lo-,"pi-lo-, pi-lo-"
1524,pi-n-,"pi-n-, pi-n-"
1525,pī̆p(p)-,"pīp(p)-, pīp(p)-"
1526,pīzdā-,"pīzdā-, pīzdā-"
1527,plab-,"plab-, plab-"
1528,"1. plā-k- : plə-k-, ple-k- : plō̆-k-, plei-k-, and pelə-g- : plā-g- : plə-g-","plā-k-1:
plə-k-, ple-k- : plō̆-k-, plei-k- und pelə-g- : plā-g- : plə-g-, plā-k-1: plə-k-, ple-k- : plō̆-k-, plei-k- und pelə-g- : plā-g- : plə-g-"
1529,"2. plāk-, plāg-, also plēk-, plēg-","plāk-2,
plāg- , auch plēk-, plēg-, plāk-2, plāg- , auch plēk-, plēg-"
1530,"plā̆t-, plā̆d-, plē̆t-, plō̆t-, plət-","plā̆t-
(plā̆d-),
plē̆t-,
plō̆t-,
plət-, plā̆t- (plā̆d-), plē̆t-, plō̆t-, plət-"
1531,"plē-, plə-","plē-,
plə-, plē-, plə-"
1532,"plēi-, pləi-, plī-","plēi-,
pləi-, plī-, plēi-, pləi-, plī-"
1533,plek̑-,"plek̂-, plek̂-"
1534,"plēk̑-, plək̑-, and plēik̑-, plīk̑-","plēk̂-,
plək̂- und plēik̂-, plīk̂-, plēk̂-, plək̂- und plēik̂-, plīk̂-"
1535,pleu-,"pleu-, pleu-"
1536,pleuk-,"pleuk-, pleuk-"
1537,"pl(e)u-mon-, pleu-ti̯o-","pl(e)u-mon-,
pleu-ti̯o-, pl(e)u-mon-, pleu-ti̯o-"
1538,pleus-,"pleus-, pleus-"
1539,"pləi-, pləu-","pləi-,
pləu-, pləi-, pləu-"
1540,"plouto-, pluto-","plouto-,
pluto-, plouto-, pluto-"
1541,pneu-,"pneu-, pneu-"
1542,pn̥ksti-,"pn̥ksti-, pn̥ksti-"
1543,1. pō(i)- : pəi-? : pī-,"pō(i)-1
: (pəi-?:) pī-, pō(i)-1 : (pəi-?:) pī-"
1544,"2. pō(i)- : pī-, and (from pō-), po-","pō(i)-2
: pī- und (von pō- aus) po-, pō(i)-2 : pī- und (von pō- aus) p↓↓o↓↓-"
1545,polo- : pōlo-,"polo-
: pōlo-, polo- : pōlo-"
1546,pork̑o-s,"pork̂o-s, pork̂o-s"
1547,pos,"pos, pos"
1548,po-ti,"po-ti, po-ti"
1549,poti-s,"poti-s, poti-s"
1550,pōu- : pəu- : pū̆-,"pōu-
: pəu- : pū̆-, pōu- : pəu- : pū̆-"
1551,"pougo-, or pougho-","pougo-
oder pougho-, pougo- oder pougho-"
1552,prā-,"prā-, prā-"
1553,"prāi-, prəi-, prī-, pri-","prāi-,
prəi-, prī- (pri-), prāi-, prəi-, prī- (pri-)"
1554,preg-,"preg-, preg-"
1555,prep-,"prep-, prep-"
1556,"pret-, prō̆t-","pret-,
prō̆t-., pret-, prō̆t-"
1557,preu-,"preu-, preu-"
1558,preus-,"preus-, preus-"
1559,prīs-,"prīs-, prīs-"
1560,prō̆-,"prō̆-, prō̆-"
1561,prōk̑to- : prək̑to-,"prōk̂to-
: prək̂to-, prōk̂to- : prək̂to-"
1562,pr̥so-,"pr̥so-
(?), pr̥so- (?)"
1563,"pster-, pstereu-","pster-,
pstereu-, pster-, pstereu-"
1564,ptel(e)i̯ā,"ptel(e)i̯ā, ptel(e)i̯ā"
1565,"1. pū̆-, peu-, pou-, also phu-","pū̆-1,
peu-, pou- auch phu-, pū̆-1, peu-, pou- auch phu-"
1566,2. pū̆- : peu̯ə-,"pū̆-2
: peu̯ə-, pū̆-2 : peu̯ə-"
1567,3. pū̆-,"pū̆-3, pū̆-3"
1568,"1. pū̆k-, peuk-","pū̆k-1,
peuk-., pū̆k-1, peuk-"
1569,2. puk̑-,"puk̂-2, puk̂-2"
1570,pu-lo-,"pu-lo-, pu-lo-"
1571,pū-ro-,"pū-ro-, pū-ro-"
1572,phel-,"phel-, phel-"
1573,pher-,"pher-, pher-"
1574,phō̆l-,"phō̆l-, phō̆l-"
1575,phu-,"phu-, phu-"
1576,"rabh-, or rebh- : rebh-","rabh-
oder rebh- : rebh-, rabh- oder rebh- : r↓↓e↓↓bh-"
1577,"rāp-, rēp-","rāp-,
rēp-, rāp-, rēp-"
1578,rā̆s-,"rā̆̆s-, rā̆̆s-"
1579,"1. rē-, rə-, extended rē-dh-","rē-1,
rə- erweitert rē-dh- usw., rē-1, rə- erweitert rē-dh- usw."
1580,"2. rē̆-, extended rē-dh-","rē̆-2
erweitert rē-dh-, rē̆-2 erweitert rē-dh-"
1581,3. rē-,"rē-3, rē-3"
1582,4. rē-,"rē-4, rē-4"
1583,5. rē-,"rē-5, rē-5"
1584,6. rē-,"rē-6, rē-6"
1585,1. rebh-,"rebh-1, rebh-1"
1586,2. rebh-,"rebh-2, rebh-2"
1587,"red-, rod-","red-,
rod-, red-, rod-"
1588,1. rēd-,"rēd-1, rēd-1"
1589,2. rēd- : rōd- : rəd-,"rēd-2
: rōd- : rəd-, rēd-2 : rōd- : rəd-"
1590,"1. reg-, and sreg-?","reg-1
(und sreg-?), reg-1 (und sreg-?)"
1591,2. reg-,"reg-2, reg-2"
1592,1. reg̑-,"reĝ-1, reĝ-1"
1593,"2. reg̑-, rek̑-, rek-?","reĝ-2,
rek̂- (rek-?), reĝ-2, rek̂- (rek-?)"
1594,regu̯os-,"regʷos-, regʷos-"
1595,1. rei-,"rei-1, rei-1"
1596,"2. rei-, roi-","rei-2,
roi-, rei-2, roi-"
1597,"3. rei-, rē(i)-","rei-3,
rē(i)-, rei-3, rē(i)-"
1598,4. rei- : rēi-,"rei-4
: rēi-, rei-4 : rēi-"
1599,5. rei-,"rei-5, rei-5"
1600,1. rēi- : rī-,"rēi-1
: rī-, rēi-1 : rī-"
1601,"2. rēi-, rōi-","rēi-2,
rōi-, rēi-2, rōi-"
1602,reibh-,"reibh-, reibh-"
1603,reid-,"reid-, reid-"
1604,reidh-,"reidh-, reidh-"
1605,"reig-, or reig̑-","reig-
oder reiĝ-, reig- oder reiĝ-"
1606,"reig̑-, rēig̑-","(reiĝ-),
rēiĝ-, (reiĝ-), rēiĝ-"
1607,"rei̯ə-, rī-","rei̯ə-,
rī-, rei̯ə-, rī-"
1608,reik-,"reik-, reik-"
1609,rei-r(ēi)-,"rei-r(ēi)-, rei-r(ēi)-"
1610,"rēito-, rēiti-","rēito-,
rēiti-., rēito-, rēiti-"
1611,1. rek-,"rek-1, rek-1"
1612,2. rē̆k-,"rē̆k-2, rē̆k-2"
1613,"rek̑-, reg̑-","rek̂-,
reĝ-, rek̂-, reĝ-"
1614,rek̑þh-,"rek̂þh-, rek̂þh-"
1615,"rem-, remə-","rem-,
remə-, rem-, remə-"
1616,"remb-, romb-, romb-","remb-,
romb-, romb-, remb-, romb-, r↓↓o↓↓mb-"
1617,rendh-,"rendh-, rendh-"
1618,rent-,"rent-, rent-"
1619,rep-,"rep-, rep-"
1620,"1. rēp-, rep-?","rēp-1
(rep-?), rēp-1 (rep-?)"
1621,"2. rēp-, rəp-","rēp-2,
rəp-, rēp-2, rəp-"
1622,"rēs-, rōs-","rēs-,
rōs-, rēs-, rōs-"
1623,ret(h)-,"ret(h)-, ret(h)-"
1624,"rēt-, rōt-, rət-","rēt-,
rōt-, rət-, rēt-, rōt-, rət-"
1625,"1. reu-, rēu-, rū̆-","reu-1,
rēu-, rū̆-, reu-1, rēu-, rū̆-"
1626,"2. reu-, reu̯ə- : rū̆-","reu-2, reu̯ə-
: rū̆-, reu-2, reu̯ə- : rū̆-"
1627,"3. reu-, reu-s-","reu-3,
reu-s-, reu-3, reu-s-"
1628,4. reu-,"reu-4, reu-4"
1629,"reu-b-, and reu-g-","reu-b-
und reu-g-, reu-b- und reu-g-"
1630,reudh-,"reudh-, reudh-"
1631,reugh-m(e)n-,"reugh-m(e)n-, reugh-m(e)n-"
1632,reus-,"reus-, reus-"
1633,reu-smen-,"reu-smen-, reu-smen-"
1634,"reuto-, routo-, rut-","reuto-,
routo-, rut-, reuto-, routo-, rut-"
1635,reu̯ə- : rū-,"reu̯ə-
: rū-, reu̯ə- : rū-"
1636,rezg-,"rezg-, rezg-"
1637,roi-no-,"roi-no-, roi-no-"
1638,rughi̯o-,"rughi̯o-, rughi̯o-"
1639,"ruk(k)-, rouk(k)-","ruk(k)-,
rouk(k)-, ruk(k)-, rouk(k)-"
1640,r̥ksā,"r̥ksā, r̥ksā"
1641,ŕ̥k̑þo-s,
1642,"sā-, sə-","sā-,
sə-, sā-, sə-"
1643,sāg-,"sāg-, sāg-"
1644,sāi-,"sāi-, sāi-"
1645,saip-,"saip-, saip-"
1646,sak-,"sak-, sak-"
1647,1. sal-,"sal-, sal-"
1648,2. sal-,"sal-2, sal-2"
1649,sā̆lo-,"sā̆lo-, sā̆lo-"
1650,sāno-s,"sāno-s, sāno-s"
1651,"sap-, sab-","sap-,
sab-, sap-, sab-"
1652,sasi̯o-,"sasi̯o-, sasi̯o-"
1653,sā-ti-,"sā-ti-, sā-ti-"
1654,"saus-, sus-","saus-,
sus-, saus-, sus-"
1655,"sā́u̯el-, sāu̯ol-, suu̯él-, su̯el-, sūl-","sā́u̯el-,
sāu̯ol-, suu̯él-, su̯el-, sūl-, sā́u̯el-, sāu̯ol-, suu̯él-, su̯el-, sūl-"
1656,se-,"se-, se-"
1657,sed-,"sed-, sed-"
1658,1. seg-,"seg-1, seg-1"
1659,"2. seg-, nasalized seng-","seg-2,
nasaliert seng-, seg-2, nasaliert seng-"
1660,"seg̑h-, seg̑hi-, seg̑hu-","seĝh-,
seĝhi-, seĝhu-, seĝh-, seĝhi-, seĝhu-"
1661,"sei-, soi-","sei-,
soi-, sei-, soi-"
1662,1. sē(i)-,"sē(i)-1, sē(i)-1"
1663,"2. sē(i)- : səi- : sī-, sē- : sə-, and sei- : si-","sē(i)-2
: səi- : sī- : sē- : sə- und sei- : si-, sē(i)-2 : səi- : sī- : sē- : sə- und sei- : si-"
1664,"3. sē(i)-, səi- : sī-, and sei- : si-","sē(i)-3,
-səi- : sī- und sei- : si-, sē(i)-3, -səi- : sī- und sei- : si-"
1665,"sē[i]dh- : sī̆dh-, and sədh-","sē[i]dh-
: sīdh- und : sədh-, sē[i]dh- : sīdh- und : sədh-"
1666,"sē̆ik-, sī̆k-","sē̆ik-,
sī̆k-, sē̆ik-, sī̆k-"
1667,seiku̯-,"seikʷ-, seikʷ-"
1668,"seip-, seib-","seip-,
seib-, seip-, seib-"
1669,1. sek-,"sek-1, sek-1"
1670,2. sē̆k-,"sē̆k-2, sē̆k-2"
1671,3. sēk-,"sēk-3, sēk-3"
1672,1. seku̯-,"sekʷ-1, sekʷ-1"
1673,2. seku̯-,"sekʷ-2, sekʷ-2"
1674,1. sel-,"sel-1, sel-1"
1675,"2. sel-, su̯el-","sel-2,
su̯el-, sel-2, su̯el-"
1676,3. sel-,"sel-3, sel-3"
1677,4. sel-,"sel-4, sel-4"
1678,5. sel-,"sel-5, sel-5"
1679,"6. sel-, selə- : slā-","sel-6,
selə- : slā-, sel-6, selə- : slā-"
1680,selg̑-,"selĝ-, selĝ-"
1681,selk-,"selk-, selk-"
1682,selos-,"selos-, selos-"
1683,selp-,"selp-, selp-"
1684,1. sem-,"sem-1, sem-1"
1685,2. sem-,"sem-2, sem-2"
1686,3. sem-,"sem-3, sem-3"
1687,sēmi-,"sēmi-, sēmi-"
1688,"sen-, sene-, sen(e)u-, senə-","sen-,
sene-, sen(e)u-, senə-, sen-, sene-, sen(e)u-, senə-"
1689,sendhro-,"sendhro-,
-ā, sendhro-, -ā"
1690,sengu̯-,"sengʷ-, sengʷ-"
1691,sengu̯h-,"sengʷh-, sengʷh-"
1692,"seni-, senu-, seni-, sn̥-ter-","seni-,
senu-, (seni-), sn̥-ter-, seni-, senu-, (s↓↓e↓↓ni-), sn̥-ter-"
1693,senk-,"senk-, senk-"
1694,sen(o)-,"sen(o)-, sen(o)-"
1695,sent-,"sent-, sent-"
1696,sep-,"sep-, sep-"
1697,septm̥,"septm̥, septm̥"
1698,1. ser-,"ser-1, ser-1"
1699,2. ser-,"ser-2, ser-2"
1700,"3. ser-, sor-","ser-3,
sor-, ser-3, sor-"
